4.636,18.286
6.617,20.267
1.314,14.964
13.168,0.394
13.212,0.350
18.438,4.788
19.094,5.444
17.079,3.429
14.744,1.095
24.726,11.076
28.375,14.725
28.287,14.637
33.098,19.448
41.918,28.268
3.329,10.233
3.721,9.842
5.769,7.793
21.802,8.152
22.151,8.501
6.735,6.827
