4.066,16.442
6.490,18.866
3.880,16.255
38.586,26.210
40.089,27.713
30.105,17.729
28.715,16.338
27.889,15.513
29.584,17.207
23.341,10.965
16.370,3.994
17.375,4.999
13.080,0.704
12.024,0.264
8.193,4.095
6.782,5.506
5.064,7.225
17.156,4.780
3.704,8.585
2.698,9.591
4.274,8.014
